id,name,address,city,state,country,zip_code,county,latitude,longitude,description,phone,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,rating,address_link,website,resource_type
c909b05c-11ac-4371-aaca-4e2d730261e3,DeWitt County Jail,208 E. Live Oak St. ,Cuero ,TX,United States of America,77954,DeWitt ,29.09251,-97.28837,Visitors are allowed to spend 20 minutes with the inmate unless they live greater than 300 miles away and can then spend 40 minutes with them. Each inmate is only allowed 1 visit per day. Frequently asked questions are posted on their website found below this description. ,(361) - 275 - 0034,"Open 24 hours, Visiting hours - Trustees from 8:00 AM - 11:00 AM and 3:00 PM - 4:00 PM, Females from 1:00 PM - 3:00 PM","Open 24 hours, Visiting hours - Trustees from 8:00 AM - 11:00 AM and 3:00 PM - 4:00 PM, Females from 1:00 PM - 3:00 PM",Open 24 hours - No visiting hours ,"Open 24 hours, Visiting hours - Males from 8:00 AM - 11:00 AM and 1:00 PM - 3:30 PM",Open 24 hours - No visiting hours,Open 24 hours - No visiting hours,"Open 24 hours, Visiting hours - Males from 8:00 AM - 11:00 AM and 1:00 PM - 3:30 PM",N/A,https://maps.app.goo.gl/UCcoyjEW2VihjHU1A,http://dewittsheriff.org/,Criminal Justice 
1f7ef7a1-a188-49ac-9937-22310e6e6ef2,Lifecheck Drug Pharmacy ,101 E. Main St. ,Cuero,TX,United States of America,77954,DeWitt,29.09033,-97.29153,"Pharmacy in Cuero, TX. ",(361) - 275 - 2308 ,Closed ,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,Closed ,N/A,N/A,https://npino.com/pharmacy/1871608075-lifechek/,Pharmacy 
04d55f8a-ec24-4b5f-91e6-11c7f1ddb925,"David Hill, D.O.",2500 N Esplanade St. Suite 102,Cuero ,TX,United States of America,77954,DeWitt,29.11217,-97.2833,Dr. Hill is a Family Medicine and Osteopathic Manipulative Therapy Specialist at Cuero Medical Clinic. ,(361) - 275 - 3466,Closed ,8:00 AM - 5:00 PM - Call for appointment,8:00 AM - 5:00 PM - Call for appointment,8:00 AM - 5:00 PM - Call for appointment ,8:00 AM - 5:00 PM - Call for appointment ,8:00 AM - 5:00 PM - Call for appointment ,Closed ,N/A,https://maps.app.goo.gl/mhZzJgwZKa7bLvQPA,http://www.cuerohospital.org/,Family Medicine and Osteopathic Manipulative Therapy
b6fada66-2413-4929-a2d3-07ec476931de,Zoom Physical Therapy and Wellness,1108 N. Esplanade St. ,Cuero,TX,United States of America,77954,DeWitt ,29.10041,-97.28707,"Zoom Physical Therapy and Wellness provides therapy services for surgeries of the hips, knees, and shoulders. Additionally they help with feet problems, back injuries, running injuries, fibromyalgia, and also have services for pediatric clients. More information for specifics can be found on their website below this description. ",(361) - 541 - 5915,Closed ,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 4:00 PM ,Closed ,4.7,https://maps.app.goo.gl/vptRaoFyXnYK4ffDA,http://zoomphysicaltherapy.com/,Physical Therapy 
720d79b3-6b5b-4ad0-98e4-0b77b1956bc7,Cuero Home Health ,615 N. Esplanade St. ,Cuero ,TX,United States of America,77954,DeWitt ,29.09531,-97.28898,"Cuero Home Health provides care to patients in their homes, relative's homes, or retirement homes. Those with Medicare, Medicaid, and other insurance plans may qualify to receive these services. A button is provided to allow patients to push in an emergency for 24-hour security. This button will contact family members or emergency services depending on the needs of the patient. A pre-certification process is required. For more information, click on the website link below this description. ",(361) - 275 - 8999,Closed,8:00 AM - 5:00 PM ,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,Closed ,N/A,https://maps.app.goo.gl/sfdkmhudZxru1Jc57,https://www.cueroregionalhospital.org/services/home-health/,Home Health 
4d73aa68-5a2d-42a8-8f8f-d277e75d8fbd,Yorktown Housing Authority - N. Eckhardt,406 N. Eckhardt St. ,Yorktown ,TX,United States of America,78164,DeWitt ,28.98582,-97.50528,"This program is available for low-moderate income pregnant women, women who recently delivered a child(ren), breastfeeding women, infants, and children <5 years old who are at a nutrition risk. Fathers can also bring their children to apply for the program. Please call to confirm hours because they change often. You may also call to schedule an appointment. ",(361) - 564 - 3132,Closed ,9:30 AM - 6:00 PM,9:30 AM - 6:00 PM,9:30 AM - 6:00 PM,9:30 AM - 6:00 PM,9:30 AM - 6:00 PM,Closed ,N/A,https://maps.app.goo.gl/SefvmFHnYGouEEKD9,https://www.wicprograms.org/li/yorktown-housing-authority,Social Services 
ae40f20a-89b4-4f58-9d7d-8aef4ef63a7c,Helping Hands of Jackson County,324 E Main Street,Edna,TX,United States,77957,Jackson,28.98009,-96.64406,"Helping Hands of Jackson County Inc. offers food, clothing, hygiene and other items needed by low income residents of Jackson County, Texas. It is a tax exempt organization and has been in operation for 34 years. Clients can get assistance with paying for and picking up prescriptions, paying for doctor or dentist appointments, gas for transportation to doctor appointments, and assistance with rent and utilities once every six months. ",(361) 782-7543,9:00 a.m. - 12:00 p.m.,9:00 a.m. - 12:00 p.m.,9:00 a.m. - 12:00 p.m.,9:00 a.m. - 12:00 p.m.,9:00 a.m. - 12:00 p.m.,9:00 a.m. - 12:00 p.m.,9:00 a.m. - 12:00 p.m.,4.0,"https://www.google.com/maps/dir//324+E+Main+St,+Edna,+TX+77957/@28.9800221,-96.7263201,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x86423b8b56b4ceaf:0xe9bbcc78d02cd642!2m2!1d-96.6439227!2d28.9800534?entry=ttu",https://helpinghandsofjack.wixsite.com/hhjc?fbclid=IwZXh0bgNhZW0CMTAAAR1OzqAKVFREVVKTo6oGQ_N9q8F72zAZ9pMJmQpy0Ds0yXP1cpMrTj4DSng_aem_AbCc1HlUvZiny6FE-fHZAvktIzet6N-HmDjCeidi-D8r0_8Aj2CfYnUrKtqrNaks0ojKCdz91nKcCjJMhD8WKNK_,Community Resource
cea5b22a-2dfe-4a8a-83b4-784b3988a985,Edna Police Department,103 N Allen Street,Edna,TX,United States,77957,Jackson,28.97658,-96.64875,"The Edna Police Department is a small but professional police agency dedicated to serving the citizen's of Edna and everyone who comes to the city.   The agency is comprised of ten full time sworn officers. The chief of police, who is appointed and directed by the city manager, directs two Lieutenant Detectives, one Sergeant/School Resource Officer, and six patrol officers. The agency has two designated reserve officer positions. The police chief also directs one animal control officer and one records clerk.",(361) 782-6522,Always Open,Always Open,Always Open,Always Open,Always Open,Always Open,Always Open,N/A,"https://www.google.com/maps/dir//103+Allen+St,+Edna,+TX+77957/@28.9765052,-96.731358,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x86423bf611f7e927:0x60f496d88d820945!2m2!1d-96.6490862!2d28.9764629?entry=ttu",https://www.cityofedna.com/?fbclid=IwZXh0bgNhZW0CMTAAAR14b___mqbaN25Z_DCtJ2WG5c4gB8ky7WKgrtGtD1DUhnHp_NIj2RWOP4s_aem_AbBal35KmIvh4WJqqJfMUQTJEiqvPpBWKwkqpEE_mxwQpLWNqUuKuKexv0zHOHY0Z1zFcufMN1Kel-loGOPpsTT4,Criminal Justice
9a06badb-5ba2-4b64-bc57-06c0345f9240,Joe Lynn Bonnot D.D.S,114 S 3rd Street P.O. Box 302,Ganado,TX,United States,77962,Jackson,29.04083,-96.51425,"This dentist offers general, restorative, and cosmetic dental services such as Cleaning & Exams, Dental Implants, Porcelain Veneers, Root Canal Treatment, Dentures & Partials, Teeth Whitening, Tooth Colored Fillings, Porcelain Crowns, and Dental Emergencies. ",(361) 771-3328,Closed,8:00 a.m. - 5:00 p.m. with a lunch break from 12:00 p.m.-1:00 p.m.,8:00 a.m. - 5:00 p.m. with a lunch break from 12:00 p.m.-1:00 p.m.,8:00 a.m. - 5:00 p.m. with a lunch break from 12:00 p.m.-1:00 p.m.,8:00 a.m. - 5:00 p.m. with a lunch break from 12:00 p.m.-1:00 p.m.,Closed,Closed,5.0,"https://www.google.com/maps/dir//114+S+3rd+St,+Ganado,+TX+77962/@29.0409101,-96.5966093,12z/data=!3m1!4b1!4m8!4m7!1m0!1m5!1m1!1s0x864226f6990dfed5:0x1081a90536529953!2m2!1d-96.5142172!2d29.0409293?entry=ttu",https://www.bonnotdds.com,Dentist
903fe046-56e8-418e-b9f7-b254e3e85ab5,Edna Dentistry,1006 N Wells Street,Edna,TX,United States,77957,Jackson ,28.98922,-96.65068,"This dentistry offers a multitude of services such as Cosmetic Bonding, Teeth Whitening, Dental Implants, General Dentistry, Dental Emergencies, Invisalign, Crowns, Oral Surgery and Root Canals, as well as focused Pediatric Dentistry.",(361) 235-4226,Closed,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 2:00 p.m.,Closed,4.9,"https://maps.google.com/maps/dir//Edna+Dentistry+1006+N+Wells+St+Edna,+TX+77957+United+States/@28.989217,-96.6507091,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x86423befaf971ba1:0xd5fec147c48266d1",https://ednadentistry.com/?utm_source=google.com&utm_medium=business%20profile&utm_campaign,Dentistry
8e561b0b-a7a5-4e6b-a2ef-468e4535d69d,Personalized Care Inc,122 North Ave E ,Shiner,Texas,United States,77984,Lavaca,29.2613,-97.1047,"Transportation Services, Meals, Incontinence Care, Memory Care, Hospice, 24 Hour Staff",361-594-2728,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5/5,"https://www.google.com/maps/place/Personalized+Care+Inc/@29.4264822,-97.1683745,17z/data=!3m1!4b1!4m6!3m5!1s0x864308ba71953c6d:0x53999bd3ea32f906!8m2!3d29.4264822!4d-97.1683745!16s%2Fg%2F1td5rnv8?entry=ttu",https://www.seniorcare.com/assisted-living/tx/shiner/personalized-care-inc/40562/,Assisted Living Care
e4bc845b-5111-403b-8151-c6cee3900443,Hallettsville Nursing and Rehabilitation Center ,825 Fairwinds St,Hallettsville ,TX,United States,77964,Lavaca,29.2616,-96.5727,"Therapy services and Rehabilitation, hospice services, home health services",361-798-4273,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.9/5,"https://www.google.com/maps/place/Hallettsville+Nursing+and+Rehabilitation+Center/@29.4377471,-96.9576112,17z/data=!3m1!4b1!4m6!3m5!1s0x8643a571f8663bc9:0xe343456054da17c2!8m2!3d29.4377471!4d-96.9576112!16s%2Fg%2F1tnss9kf?entry=ttu",https://www.wellsentialhealth.org/location/hallettsville-nursing-and-rehabilitation-center/,Nursing and Rehabilitation 
0691bfcc-c8eb-4480-9ad3-6016000ff523,Stevens Nursing and Rehabilitation Center of Hallettsville,106 Kahn St,Hallettsville,TX,United States,77964,Lavaca,29.44558,-96.95025,Nursing and Rehabilitation,361-798-3606,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.6/5,"https://www.google.com/maps/place/Stevens+Nursing+and+Rehabilitation+Center+of+Hallettsville/@29.4454618,-96.9502491,17z/data=!3m1!4b1!4m6!3m5!1s0x8643a56cd497f939:0x68a38a589b759b2c!8m2!3d29.4454618!4d-96.9502491!16s%2Fg%2F1vm_y8by?entry=ttu",https://www.wellsentialhealth.org/location/stevens-nursing-and-rehabilitation-center-of-hallettsville/,Nursing and Rehabilitation 
0e59aac7-100e-4ed2-90ef-a7476e28de60,Lake Texana Family Dentistry,502 N Wells Street,Edna,TX,United States,77957,Jackson,28.98155,-96.64813,"This dentistry offers services such as Whitenings, X-Rays, Filings, Root Canals, Extractions, and Bridges.",(361) 782-2223,Closed,8:00 a.m. - 5:00 p.m.,8:00 a.m. - 5:00 p.m.,8:00 a.m. - 5:00 p.m.,8:00 a.m. - 5:00 p.m.,Closed,Closed,5.0,"https://www.google.com/maps/dir//502+N+Wells+St,+Edna,+TX+77957/@28.9815089,-96.7305538,12z/data=!3m1!4b1!4m8!4m7!1m0!1m5!1m1!1s0x86423bf1516a47ab:0xd8063d3f25e9835f!2m2!1d-96.6481524!2d28.981534?entry=ttu",https://laketexanafamilyde.wixsite.com/lake-texana-family-d,Dentistry
a252fc2c-ab4f-4eb4-b4b4-588428519389,El Campo Dentistry and Orthodontics,1920 West Loop,El Campo,TX,United States,77437,Jackson,29.2021586,-96.2939354,"This dentistry offers services including Bone Grafting, Orthodontics, Cosmetic Bonding, Crowns, Dental Implants, Dental Sealants, Dentures and Bridges, Dental Emergencies, Fillings, General Dentistry, Gum Disease Treatment, Kid Friendly Dentistry, Mouthguards/Nightguards, Oral Surgery, Root Canal Therapy, Surgical Orthodontics, Teeth Whitening, Treatment of Cracked Teeth, and Veneers. ",(979) 475-1227,Closed,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,9:00 a.m. - 5:00 p.m.,Closed,4.9,"https://www.google.com/maps/dir//El+Campo+Dentistry+%26+Orthodontics,+1920+West+Loop,+El+Campo,+TX+77437/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x864183bda4c6e805:0xa6d66aa5e5110ade?sa=X&ved=1t:57443&ictx=111",https://elcampodentistry.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=yext,Dentistry
96692d3c-066c-4290-b3d0-e6d64b76f91a,Lavaca County Jail,38 FM 318,Hallettsville,TX,United States,77964,Lavaca,29.43487,-96.95321,County Jail,(361) 798-2420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5/5,"https://www.google.com/maps/place/Lavaca+County+Justice+of+Peace/@29.430912,-96.9890831,13z/data=!4m10!1m2!2m1!1s38+FM+318,+Hallettsville,+TX+77964!3m6!1s0x8643a56abc57ee13:0xf51120d68be48f0!8m2!3d29.430912!4d-96.9540642!15sCiIzOCBGTSAzMTgsIEhhbGxldHRzdmlsbGUsIFRYIDc3OTY0kgEYY291bnR5X2dvdmVybm1lbnRfb2ZmaWNl4AEA!16s%2Fg%2F1tknkv7h?entry=ttu",https://www.co.lavaca.tx.us/page/lavaca.Sheriff,Criminal Justice
6604a77b-d388-413d-adb6-ccc011150b8a,Shiner Police Department,802 N Avenue E,Shiner,TX,United States,77984,Lavaca,29.43452,-97.17694,Police Department,(361) 594-3362,Closed,8 AM - 5 PM,8 AM - 5 PM,8 AM - 5 PM,8 AM - 5 PM,8 AM - 5 PM,Closed,N/A,"https://www.google.com/maps/place/802+N+Ave+E,+Shiner,+TX+77984/@29.4338674,-97.1789482,15.81z/data=!4m5!3m4!1s0x864308ca870edba7:0xbf53d40fbc2c4239!8m2!3d29.4338713!4d-97.1770286?entry=ttu",https://www.shinertexas.gov/police-department,Criminal Justice
60d93e98-d596-444d-b0a7-8073b447d3b8,Hallettsville Police Department,104 E 4th St,Hallettsville,TX,United States,77964,Lavaca,29.44427,-96.94251,Police Department,(361) 798-3683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"https://www.google.com/maps/place/Hallettsville+Police+Department/@29.4435787,-96.9514327,15z/data=!4m16!1m8!2m7!1spolice!3m5!2s104+E+4th+St,+Hallettsville,+TX+77964!3s0x8643a56a838219ab:0xb77a02c6d8090c74!4m2!1d-96.942697!2d29.4435277!3m6!1s0x8643a56a9a9553e3:0xaaab81e35c8f9723!8m2!3d29.4435787!4d-96.942678!15sCgZwb2xpY2WSARFwb2xpY2VfZGVwYXJ0bWVudOABAA!16s%2Fg%2F1tdmkwhb?entry=ttu",https://cityofhallettsville.org/police/,Criminal Justice
4eab3fda-9f56-4f19-80f0-5ebdda0bdda8,Dr. Everett Renger Orthodontics,103 S Kelly St,Hallettsville,TX,United States,77964,Lavaca,29.48948,-96.94867,Orthodontics,(361) 798-2766,Closed,Closed,Closed,9 AM - 4:30 PM,Closed,Closed,Closed,4.7/5,"https://www.google.com/maps/place/Renger+Everett+DDS/@29.4452374,-97.4979853,9z/data=!4m10!1m2!2m1!1sRenger+Everett+DDS!3m6!1s0x8643a540bca8c7e7:0xbbd58a78c4bf88af!8m2!3d29.4452374!4d-96.9376826!15sChJSZW5nZXIgRXZlcmV0dCBERFMiA4gBAZIBB2RlbnRpc3TgAQA!16s%2Fg%2F1tczqrhs?entry=ttu",https://www.smilesbyrenger.com/,Dentistry 
5956f2d0-3a97-4e57-8a2d-558ed1b47db7,Shiner Dental PLLC,821 N Avenue D,Shiner,TX,United States,77984,Lavaca,29.43246,-97.17263,Dentistry,(361) 594-2800,Closed,8 AM - 1 PM; 2 PM - 5 PM,8 AM - 1 PM; 2 PM - 5 PM,8 AM - 1 PM; 2 PM - 5 PM,8 AM - 1 PM; 2 PM - 5 PM,8 AM - 1 PM,Closed,5/5,"https://www.google.com/maps/place/Shiner+Dental+PLLC/@29.4322622,-97.174784,17z/data=!3m1!5s0x864308b614b13247:0xd428de3dec264780!4m10!1m2!2m1!1ssiner+dental+pllc!3m6!1s0x864308b64348f943:0x5d59baca7c891cab!8m2!3d29.4322622!4d-97.1725953!15sChFzaW5lciBkZW50YWwgcGxsY5IBDWRlbnRhbF9jbGluaWPgAQA!16s%2Fg%2F1tk8chqc?entry=ttu",https://shinerdental.com/,Dentistry 
d247144d-ac39-428a-ae2f-4c48d0e15525,Complete Hometown Physical Therapy - Shiner,105 Boehm Dr ,Shiner,TX,United States,77984,Lavaca,29.2617,-97.1048,"Physical, Speech, and Occupational Therapy for adults and children",361-594-8301,Closed,8 AM - 5 PM,8 AM - 5 PM,8 AM - 5 PM,8 AM - 5 PM,8 AM - 5 PM,Closed,5/5,"https://www.google.com/maps/place/Complete+Hometown+Physical+Therapy/@29.4381901,-97.1821939,17z/data=!4m15!1m8!3m7!1s0x86430f34bb7bd363:0xfda53b7d488cf7e!2s105+Boehm+Dr,+Shiner,+TX+77984!3b1!8m2!3d29.4382118!4d-97.1799942!16s%2Fg%2F11c4rx89jb!3m5!1s0x86430f34bb0e7517:0x660593e8700f400f!8m2!3d29.4381901!4d-97.1800052!16s%2Fg%2F11dz_rb9q5?entry=ttu",https://completehometownpt.com/,"Physical, Occupational, and Speech Therapy"
498c294a-ebd8-4272-a077-578ed02f54a3,JW's Day Spa,1709 North Avenue E,Shiner,TX,United States,77984,Lavaca,29.2617,-97.1049,"Massage, MicroNeedling, Teeth Whitening, Waxing",361-594-2040,Closed,9 AM - 5 PM,9 AM - 6 PM,9 AM - 5 PM,9 AM - 5 PM,9 AM - 5 PM,Closed,5/5,"https://www.google.com/maps/place/JW%E2%80%99s+Day+Spa+%26+Salon/@29.4380716,-97.1805457,17z/data=!3m1!4b1!4m6!3m5!1s0x86430f348e12b61f:0x7c3a70c12b7273d1!8m2!3d29.4380716!4d-97.1805457!16s%2Fg%2F11g24s0c5r?entry=ttu",https://jwsdayspa.com/,Massage Therapist
21ae700f-6da4-4a31-be39-b0b28684a0fa,Complete Hometown Physical Therapy - Hallettsville,201A North Main Street ,Hallettsville,TX,United States,77964,Lavaca,29.2644,-96.5637,"Physical, Speech, and Occupational Therapy for adults and children",361-798-3500,Closed,8 AM - 6 PM,8 AM - 6 PM,8 AM - 6 PM,8 AM - 6 PM,8 AM - 6 PM,Closed,5/5,"https://www.google.com/maps/place/Complete+Hometown+Physical+Therapy/@29.445484,-96.9456857,17z/data=!4m15!1m8!3m7!1s0x8643a56ab5d96897:0x5bc6c49bafc9d75b!2s201+N+Main+St,+Hallettsville,+TX+77964!3b1!8m2!3d29.4455154!4d-96.9436007!16s%2Fg%2F11c4zhlddw!3m5!1s0x8643a56ab6aeaadf:0x2bceb2ed765d8a3!8m2!3d29.445484!4d-96.943497!16s%2Fg%2F1yfps5x9c?entry=ttu",https://completehometownpt.com/,"Physical, Occupational, and Speech Therapy"
03b1f2b0-980b-44cc-9d76-a934bddafffb,SOAR Pediatric Services,711 N Ave D ,Shiner,TX,United States,77984,Lavaca,29.2553,-97.1017,"Speech Sound Disorders, Receptive Language, Expressive Language, Social Communication, Feeding Difficulties, Dysphagia",361-401-0304,Closed,8 AM - 12 PM; 1:30 PM - 5:15 PM,8 AM - 12 PM; 1:30 PM - 5:15 PM,8 AM - 12 PM; 1:30 PM - 5:15 PM,8 AM - 12 PM; 1:30 PM - 5:15 PM,8 AM - 12 PM,Closed,5/5,"https://www.google.com/maps/place/S.O.a.R.+Pediatric+Services,+PLLC/@29.431222,-97.1715179,17z/data=!3m1!4b1!4m6!3m5!1s0x4f2a57bfe3f548ed:0x488bd7e3445f6cdf!8m2!3d29.431222!4d-97.1715179!16s%2Fg%2F11kqmxzvt9?entry=ttu",https://www.soarpediatricservices.com/,Pediatric Speech Therapist
6357b780-8ce4-46ba-a21f-360d601bbc4d,Lavaca County EMS,906 N Texana St,Hallettsville,Texas,United States,77964,Lavaca,29.2711,-96.5624,Lavaca County EMS staffs 3 ambulances and 21 EMT's and Paramedics,361-798-4533,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5/5 stars,"https://www.google.com/maps/place/Lavaca+County+EMS/@29.4532494,-96.9428413,17z/data=!3m1!4b1!4m6!3m5!1s0x8643a5b831295729:0xcebe1cc5cbb065bc!8m2!3d29.4532448!4d-96.9402664!16s%2Fg%2F11n59zcbp_?entry=ttu",https://www.co.lavaca.tx.us/page/lavaca.EMS,Emergency Medical Services
789d09c3-9bc9-4a57-8248-3dea5a4444ad,Shiner Nursing and Rehabilitation Center,1213 N Ave B #6217,Shiner,TX,United States,77984,Lavaca,29.2611,-97.1025,"Email: info_shiner@csnhc.com. Rehab-to home, Respite Care, Wound Care, Physical, Occupational, and Speech therapy, Surgery Recovery, Stroke and Neurological conditions, Cardiac Related Illnesses, Diabetes Management, Podiatry, Dentistry, Optometry, Hospice, Transportation Services, Relgious Services, Laundry and Housekeeping",361-594-3353,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.7/5,"https://www.google.com/maps/place/Shiner+Nursing+%26+Rehab+Center/@29.4365499,-97.1736673,17z/data=!3m1!4b1!4m6!3m5!1s0x864308b995eb4207:0x8480df1dc55694bc!8m2!3d29.4365499!4d-97.1736673!16s%2Fg%2F1tfqg5pk?entry=ttu",https://shinernr.com/,Rehabilitation Center
d069c46c-83d1-4698-a3a0-e04ab2c019a1,Ms. Roo's Little Critters,421 W 12th St,Shiner,TX,United States,77984,Lavaca,29.431531,-97.179331,Child Care,361-594-2099,Closed,7 AM - 5:15 PM,7 AM - 5:15 PM,7 AM - 5:15 PM,7 AM - 5:15 PM,7 AM - 5:15 PM,Closed,5/5,"https://www.google.com/maps/place/421+12th+St,+Shiner,+TX+77984/@29.4298538,-97.1811429,15.38z/data=!4m6!3m5!1s0x86430f4ad213f011:0x692f06b35a843044!8m2!3d29.4311014!4d-97.1792996!16s%2Fg%2F11dznrd58d?entry=ttu",https://www.facebook.com/p/MsRoos-Little-Critters-100063620829920/,Child Care
a3f5ea66-7e9b-4bfd-9904-f4b2ed68fa7b,Happy Hearts Learning Center,110 Co Rd 200,Hallettsville,TX,United States,77964,Lavaca,29.466916,-96.941825,Child Care,361-217-3259,Closed,7 AM - 6 PM,7 AM - 6 PM,7 AM - 6 PM,7 AM - 6 PM,7 AM - 6 PM,Closed,N/A,"https://www.google.com/maps/place/110+Co+Rd+200,+Hallettsville,+TX+77964/@29.4663955,-96.9439384,15.87z/data=!4m6!3m5!1s0x8643a5203201fc39:0xc18a3f2de602c40d!8m2!3d29.4664565!4d-96.9417594!16s%2Fg%2F11c1g3_6cj?entry=ttu",https://www.facebook.com/Happyheartsloveschildren,Child Care
34ef5bda-0560-416f-a512-b30cc51be3f5,Ortho 360 Othodontics,112 S Main St,Moulton,TX,United States,77975,Lavaca,29.574359,-97.145761,"Invisalign, Braces, Early Orthodontic Treatment",512-321-1000,Closed,7:30 AM - 4 PM,7 AM - 3 PM,7:30 AM - 4 PM,7 AM - 3 PM,8 AM - 12 PM,Closed,N/A,"https://www.google.com/maps/place/112+S+Main+St,+Moulton,+TX+77975/@29.5726464,-97.1483872,15.19z/data=!4m6!3m5!1s0x86430b22a6ff19fd:0x477f65898908c4a8!8m2!3d29.5738126!4d-97.1457993!16s%2Fg%2F11gnsw9n2d?entry=ttu",https://www.ortho360.com/moulton-tx-office/,Orthodontics
113c7281-a413-442b-9339-ade4196a6287,Forrest T. Kroschel DDS,1406 N Texana St Suite F,Hallettsville,TX,United States,77964,Lavaca,29.458276,-96.938449,Dentistry,361-798-4151,Closed,8 AM - 5 PM,8 AM - 5 PM,8 AM - 5 PM,1 PM - 6 PM,8 AM - 12 PM,Closed,4.9/5,"https://www.google.com/maps/place/Forrest+T.+Kroschel+DDS/@29.457422,-96.942134,15.32z/data=!4m6!3m5!1s0x8643a52253797c0b:0x1b1fcad971a06c1a!8m2!3d29.4575195!4d-96.9384149!16s%2Fg%2F1tg35m1z?entry=ttu",https://wfsites.websitecreatorprotool.com/c844ba80.com/index.html,Dentistry
77666b96-8edd-4ce3-973e-332aa5f4e059,Jacalyn N. Smith DDS,103 S Kelly St,Hallettsville,TX,United States,77964,Lavaca,29.445528,-96.937731,Dentistry,361-798-2766,Closed,8 AM - 5 PM,8 AM - 5 PM,Closed,Closed,8 AM - 5 PM,Closed,4.2/5,"https://www.google.com/maps/place/Jaclyn+N.+Smith,+DDS/@29.4449585,-96.9389765,16z/data=!4m6!3m5!1s0x8643a540bca8c7e7:0xc61045d57bbf3402!8m2!3d29.4452157!4d-96.9376661!16s%2Fg%2F1tgkhp56?entry=ttu",https://www.thedentists.us/,Dentistry
e3a12eeb-bbc1-4aae-824f-caf66f9478b2,Thomas Ninke Senior Village,1907 Lova Drive,Victoria,Texas,USA,77901,Victoria,28.803060199271908,-96.97157568700702,"This is an apartment community for senior citizens. Thomas Ninke Senior Village caters to a lifestyle of relaxation and comfortable, spacious living. Our residents appreciate being in close proximity to a wide selection of restaurants, shops, and entertainment venues.",(361) 573-2224,Closed,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-5pm,Closed,5.0,"1907 Lova Dr, Victoria, TX 77901",http://www.thomasninkeseniorvillage.com/,Retirement Community
af05cfd9-0610-4acb-b683-7353cd1c5358,Mercy House Victoria,4409 John Stockbauer Dr,Victoria,Texas,USA,77904,Victoria,28.854009469463293,-96.98369097301523,"Assisted Living community that specializes in providing exceptional care and support to seniors, including those in need of Memory Care services. At Mercy House, we strive to create an environment that prioritizes the physical, emotional, and social well-being of our residents. Our dedicated and compassionate team is committed to providing personalized attention and assistance, tailored to meet the unique needs of each individual. From medication management to engaging daily activities, nutritious meals, and around-the-clock care, we ensure that families can have the peace of mind they deserve, knowing that their parent or loved one is receiving top-quality care within our supportive and loving community.",(361) 580-3151,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,5.0,"4409 John Stockbauer Dr, Victoria, TX 77904",https://mercy.house/texas-victoria-assisted-living/,Assisted Living Facility
4c170758-1c1e-43ea-b8d1-4863dfe75a33,Morada Victoria,9606 Zac Lentz Pkwy,Victoria,Texas,USA,77904,Victoria,28.861796199118714,-97.01946466002101,"Our Independent Living neighborhood is a two-time JD Power & Associates award winner. Plus, for seniors and families searching for Assisted Living or Memory Care, a signature blend of professionalism, superior lifestyle and care services, and old-fashioned hometown hospitality make for an experience (and value) that can only be found here.",(361) 582-2100,8am-7pm,8am-7pm,8am-7pm,8am-7pm,8am-7pm,8am-7pm,8am-7pm,4.6,"9606 Zac Lentz Pkwy, Victoria, TX 77904",https://www.moradaseniorliving.com/morada-victoria-tx/,Assisted Living Facility
